timestamp,flag,source,destination,qname,type,ttl,transaction ID
17:16:34,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,p2p-sea1.discovery.steamserver.net.,A,,18101
17:16:34,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,p2p-sea1.discovery.steamserver.net.,A,12,18101
17:16:42,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,fonts.gstatic.com.,A,,42352
17:16:42,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,fonts.gstatic.com.,AAAA,,15286
17:16:42,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,fonts.gstatic.com.,A,14,42352
17:16:42,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,fonts.gstatic.com.,AAAA,141,15286
17:16:43,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,sponsor.ajay.app.,A,,23832
17:16:43,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,sponsor.ajay.app.,A,224,23832
17:16:43,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr1---sn-ni5f-t8gk.googlevideo.com.,A,,11913
17:16:43,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr1---sn-ni5f-t8gk.googlevideo.com.,AAAA,,60452
17:16:43,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,rr1.sn-ni5f-t8gk.googlevideo.com.,AAAA,,44001
17:16:43,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr1---sn-ni5f-t8gk.googlevideo.com.,A,132,11913
17:16:43,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr1---sn-ni5f-t8gk.googlevideo.com.,AAAA,17,60452
17:16:43,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,rr1.sn-ni5f-t8gk.googlevideo.com.,AAAA,1349,44001
17:16:45,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,sync-1-us-west1-g.sync.services.mozilla.com.,A,,39606
17:16:45,0,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,2001:4e8:0:400d::12,sync-1-us-west1-g.sync.services.mozilla.com.,AAAA,,43171
17:16:45,1,2001:4e8:0:400d::12,2604:3d08:b283:3800:7ce8:6f7b:37dd:8c,sync-1-us-west1-g.sync.services.mozilla.com.,A,20,39606
